Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158708,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,"Probabilistic,Deterministic",,,,,,,,,,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",Atmos. Environ.,"Moschandreas, D. J.; Kim, Y.; Karuchit, S.; Ari, H.; Lebowitz, M. D.; O'Rourke, M. K.; Gordon, S.; Robertson, G."
91158708,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",trine.husoy,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Empirical equations,,,deterministic,not reported,"Concentration,Frequency, Rate,Duration,Consumption",population analysis,human exposure (HE) estimates only,1992,,,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",Atmos. Environ.,"Moschandreas, D. J.; Kim, Y.; Karuchit, S.; Ari, H.; Lebowitz, M. D.; O'Rourke, M. K.; Gordon, S.; Robertson, G."
91158708,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Mathematical model,,other,"deterministic,probabilistic",other,"Concentration,Duration,Consumption","population analysis,age groups",human exposure (HE) estimates only,1992,"Data:surface area, transfer from surface, dislodgeable residue transferred, body weight; Programming / Statistical analysis:SUDAAN software",,"In-residence, multiple route exposures to chlorpyrifos and diazinon estimated by indirect method models",Atmos. Environ.,"Moschandreas, D. J.; Kim, Y.; Karuchit, S.; Ari, H.; Lebowitz, M. D.; O'Rourke, M. K.; Gordon, S.; Robertson, G."
91158709,Inhalation exposure to THMs from drinking water in south Taiwan,tom+ontox-api,,,Asia,Inhalation,,,Not determined,,,,,,,,,,Inhalation exposure to THMs from drinking water in south Taiwan,Sci. Total Environ.,"Lin, T. F.; Hoang, S. W."
91158709,Inhalation exposure to THMs from drinking water in south Taiwan,trine.husoy,,TRUE,,,,,,,,,,,,,,,Inhalation exposure to THMs from drinking water in south Taiwan,Sci. Total Environ.,"Lin, T. F.; Hoang, S. W."
91158709,Inhalation exposure to THMs from drinking water in south Taiwan,graciela.lopezsoop,,TRUE,Asia,Inhalation,VOCs,"Script/Software,Empirical equations",,,probabilistic,not reported," Rate,Concentration,Frequency,Duration",population analysis,human exposure (HE) estimates only,1999,,,Inhalation exposure to THMs from drinking water in south Taiwan,Sci. Total Environ.,"Lin, T. F.; Hoang, S. W."
91158710,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,tom+ontox-api,,,EU,"Dermal,Inhalation",,,Deterministic,,,,,,,,,,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,J. Consum. Prot. Food Saf.,"Mercier, T."
91158710,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,trine.husoy,,TRUE,,,,,,,,,,,,,,,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,J. Consum. Prot. Food Saf.,"Mercier, T."
91158710,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,graciela.lopezsoop,,TRUE,EU,"Dermal,Inhalation",Pesticide,Mathematical model,,,"deterministic,statistical",not reported,"Amount,Concentration, Rate,Other",individual,human exposure (HE) estimates only,2019,Data:body weight,,Direct dermal and inhalation exposure of bystanders and residents during vine foliar application using sprayer equipment fitted with an anti-drift device: a comparison between measured exposure levels and existing exposure models,J. Consum. Prot. Food Saf.,"Mercier, T."
91158711,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,tom+ontox-api,,,"EU,North America,Asia","Oral,Dermal,Inhalation",,,"Probabilistic,Deterministic",,,,,,,,,,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,Environ. Health Perspect.,"Arnot, J. A.; Brown, T. N.; Wania, F.; Breivik, K.; McLachlan, M. S."
91158711,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,trine.husoy,,TRUE,"EU,North America,Asia","Oral,Dermal,Inhalation",Other,Toolbox,,The RAIDAR-Indoor and Consumer Exposure,"equations,probabilistic",not reported," Rate,Consumption,Concentration",population analysis,human exposure (HE) estimates only,2012,,,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,Environ. Health Perspect.,"Arnot, J. A.; Brown, T. N.; Wania, F.; Breivik, K.; McLachlan, M. S."
91158711,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,Maria.Kalyva,,TRUE,"EU,North America","Oral,Dermal,Inhalation",Enviromental emissions,Toolbox,,The RAIDAR-Indoor and Consumer Exposure,model simulations,Excel,"Concentration, Rate",population analysis,HE associated with risk assessment,2012,Chemical:Enviromental organic chemicals; Programming / Statistical analysis:Visual Basic language,,Prioritizing Chemicals and Data Requirements for Screening-Level Exposure and Risk Assessment,Environ. Health Perspect.,"Arnot, J. A.; Brown, T. N.; Wania, F.; Breivik, K.; McLachlan, M. S."
91158713,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,tom+ontox-api,,,North America,"Oral,Inhalation,Dermal",,,"Statistical,Not determined",,,,,,,,,,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,Risk Anal.,"Bennett, D. H.; Margni, M. D.; McKone, T. E.; Jolliet, O."
91158713,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,trine.husoy,,TRUE,North America,"Oral,Dermal,Inhalation",Persistent,Empirical equations,,other,other,not reported,Other,population analysis,human exposure (HE) estimates only,2002,,,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,Risk Anal.,"Bennett, D. H.; Margni, M. D.; McKone, T. E.; Jolliet, O."
91158713,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Persistent,"Script/Software,Empirical equations",,other,statistical,not reported,"Concentration,Consumption, Rate",population analysis,HE associated with risk assessment,2002,Known models:Caltox,,Intake fraction for multimedia pollutants: A tool for life cycle analysis and comparative risk assessment,Risk Anal.,"Bennett, D. H.; Margni, M. D.; McKone, T. E.; Jolliet, O."
91158714,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,tom+ontox-api,,,EU,Oral,,,"Deterministic,Statistical",,,,,,,,,,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,Environmental Pollution,"Margni, M.; Pennington, D. W.; Amman, C.; Jolliet, O."
91158714,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,trine.husoy,,TRUE,EU,Oral,Persistent,Empirical equations,,other,,,Concentration,population analysis,human exposure (HE) estimates only,2003,,,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,Environmental Pollution,"Margni, M.; Pennington, D. W.; Amman, C.; Jolliet, O."
91158714,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,Maria.Kalyva,,TRUE,EU,"Oral,Inhalation",Persistent,Empirical equations,,other,statistical,not reported,Concentration,population analysis,human exposure (HE) estimates only,2003,Known models:IMPACT 2002,,Evaluating multimedia/multipathway model intake fraction estimates using POP emission and monitoring data,Environmental Pollution,"Margni, M.; Pennington, D. W.; Amman, C.; Jolliet, O."
91158716,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,tom+ontox-api,,,Asia,Oral,,,Probabilistic,,,,,,,,,,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,Environ. Int.,"Liu, M.; Chen, L.; He, Y.; Baumann, Z.; Mason, R. P.; Shen, H.; Yu, C.; Zhang, W.; Zhang, Q.; Wang, X."
91158716,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,trine.husoy,,TRUE,Asia,Oral,,,,,,,Consumption,,,,,,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,Environ. Int.,"Liu, M.; Chen, L.; He, Y.; Baumann, Z.; Mason, R. P.; Shen, H.; Yu, C.; Zhang, W.; Zhang, Q.; Wang, X."
91158716,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,graciela.lopezsoop,,TRUE,Asia,Oral,Metals,Mathematical model,,other,probabilistic,not reported," Rate,Concentration,Other",population analysis,HE associated with other health outcomes,2018,Data:body weight,,Impacts of farmed fish consumption and food trade on methylmercury exposure in China,Environ. Int.,"Liu, M.; Chen, L.; He, Y.; Baumann, Z.; Mason, R. P.; Shen, H.; Yu, C.; Zhang, W.; Zhang, Q.; Wang, X."
91158717,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",tom+ontox-api,,,EU,Inhalation,,,"Deterministic,Probabilistic,Statistical",,,,,,,,,,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",Atmos. Chem. Phys.,"Baklanov, A.; Hanninen, O.; Slordal, L. H.; Kukkonen, J.; Bjergene, N.; Fay, B.; Finardi, S.; Hoe, S. C.; Jantunen, M.; Karppinen, A.; Rasmussen, A.; Skouloudis, A.; Sokhi, R. S.; Sorensen, J. H.; Odegaard, V."
91158717,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",Atmos. Chem. Phys.,"Baklanov, A.; Hanninen, O.; Slordal, L. H.; Kukkonen, J.; Bjergene, N.; Fay, B.; Finardi, S.; Hoe, S. C.; Jantunen, M.; Karppinen, A.; Rasmussen, A.; Skouloudis, A.; Sokhi, R. S.; Sorensen, J. H.; Odegaard, V."
91158717,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",Maria.Kalyva,,TRUE,EU,Inhalation,"VOCs,Other",Mathematical model,,,"deterministic,probabilistic,statistical",not reported,"Concentration,GIS","population analysis,individual",human exposure (HE) estimates only,2007,"Chemical:reactive inorganic gas (NOx), aerosol particles, radiation; Data:time",,"Integrated systems for forecasting urban meteorology, air pollution and population exposure",Atmos. Chem. Phys.,"Baklanov, A.; Hanninen, O.; Slordal, L. H.; Kukkonen, J.; Bjergene, N.; Fay, B.; Finardi, S.; Hoe, S. C.; Jantunen, M.; Karppinen, A.; Rasmussen, A.; Skouloudis, A.; Sokhi, R. S.; Sorensen, J. H.; Odegaard, V."
91158718,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",tom+ontox-api,,,South America,Oral,,,Probabilistic,,,,,,,,,,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",Food Chem. Toxicol.,"Jardim, A. N. O.; Brito, A. P.; van Donkersgoed, G.; Boon, P. E.; Caldas, E. D."
91158718,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",Food Chem. Toxicol.,"Jardim, A. N. O.; Brito, A. P.; van Donkersgoed, G.; Boon, P. E.; Caldas, E. D."
91158718,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",graciela.lopezsoop,,TRUE,South America,Oral,Pesticide,Mathematical model,,MCRA RIVM/EFSA,probabilistic,not reported,"Concentration,Consumption,Amount",population analysis,HE associated with risk assessment,2017,,,"Dietary cumulative acute risk assessment of organophosphorus, carbamates and pyrethroids insecticides for the Brazilian population",Food Chem. Toxicol.,"Jardim, A. N. O.; Brito, A. P.; van Donkersgoed, G.; Boon, P. E.; Caldas, E. D."
91158719,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,tom+ontox-api,,,North America,Oral,,,"Deterministic,Probabilistic",,,,,,,,,,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,Hum. Ecol. Risk Assess.,"Fox, M. A.; Sheehan, M. C.; Burke, T. A."
91158719,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,trine.husoy,,TRUE,,,,,,,,,Concentration,population analysis,,,,,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,Hum. Ecol. Risk Assess.,"Fox, M. A.; Sheehan, M. C.; Burke, T. A."
91158719,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,Maria.Kalyva,,TRUE,North America,Oral,"Pesticide,Persistent",Empirical equations,"Deterministic,Probabilistic",,"deterministic,probabilistic,equations",CrystalBallTM Oracle,"Consumption,Amount, Rate,Duration",age groups,HE associated with risk assessment,2015,"Chemical:trichloroethylene, polychlorinated biphenyls (PCBs) ",,A Risk Assessment Approach for Policy Evaluation: New Jersey Case Studies,Hum. Ecol. Risk Assess.,"Fox, M. A.; Sheehan, M. C.; Burke, T. A."
91158720,Risk assessment of dietary acrylamide intake in Flemish adolescents,tom+ontox-api,,,EU,Oral,,,Probabilistic,,,,,,,,,,Risk assessment of dietary acrylamide intake in Flemish adolescents,Food Chem. Toxicol.,"Matthys, C.; Bilau, M.; Govaert, Y.; Moons, E.; De Henauw, S.; Willems, J. L."
91158720,Risk assessment of dietary acrylamide intake in Flemish adolescents,trine.husoy,,TRUE,,,,,,,,,,,,,,,Risk assessment of dietary acrylamide intake in Flemish adolescents,Food Chem. Toxicol.,"Matthys, C.; Bilau, M.; Govaert, Y.; Moons, E.; De Henauw, S.; Willems, J. L."
91158720,Risk assessment of dietary acrylamide intake in Flemish adolescents,graciela.lopezsoop,,TRUE,EU,Oral,"Other,Non-persistent",Mathematical model,,,probabilistic,not reported,"Concentration,Consumption,Amount,Other",age groups,HE associated with risk assessment,2004,Chemical:acrylamide; Data:body weight,,Risk assessment of dietary acrylamide intake in Flemish adolescents,Food Chem. Toxicol.,"Matthys, C.; Bilau, M.; Govaert, Y.; Moons, E.; De Henauw, S.; Willems, J. L."
